,datetime,load
53999,17-07-2019 11:45,1494.037
54000,17-07-2019 12:00,1503.7455
54001,17-07-2019 12:15,1513.2102
54002,17-07-2019 12:30,1523.3341
54003,17-07-2019 12:45,1534.2991
54004,17-07-2019 13:00,1545.0605
54005,17-07-2019 13:15,1555.6433
54006,17-07-2019 13:30,1566.9657
54007,17-07-2019 13:45,1580.1117
54008,17-07-2019 14:00,1593.3594
54009,17-07-2019 14:15,1606.8381
54010,17-07-2019 14:30,1622.5182
54011,17-07-2019 14:45,1640.1844
54012,17-07-2019 15:00,1659.1835
54013,17-07-2019 15:15,1678.884
54014,17-07-2019 15:30,1698.0507
54015,17-07-2019 15:45,1715.405
54016,17-07-2019 16:00,1729.7805
54017,17-07-2019 16:15,1740.5641
54018,17-07-2019 16:30,1748.1492
54019,17-07-2019 16:45,1752.2329
54020,17-07-2019 17:00,1752.7808
54021,17-07-2019 17:15,1750.5758
54022,17-07-2019 17:30,1747.6821
54023,17-07-2019 17:45,1744.5226
54024,17-07-2019 18:00,1741.4537
54025,17-07-2019 18:15,1738.6249
54026,17-07-2019 18:30,1735.8639
54027,17-07-2019 18:45,1732.1896
54028,17-07-2019 19:00,1726.9523
54029,17-07-2019 19:15,1720.122
54030,17-07-2019 19:30,1710.9393
54031,17-07-2019 19:45,1700.208
54032,17-07-2019 20:00,1689.0597
54033,17-07-2019 20:15,1678.8075
54034,17-07-2019 20:30,1670.8917
54035,17-07-2019 20:45,1665.7788
54036,17-07-2019 21:00,1663.28
54037,17-07-2019 21:15,1662.8329
54038,17-07-2019 21:30,1663.9058
54039,17-07-2019 21:45,1665.8055
54040,17-07-2019 22:00,1667.9021
54041,17-07-2019 22:15,1669.666
54042,17-07-2019 22:30,1670.702
54043,17-07-2019 22:45,1670.6173
54044,17-07-2019 23:00,1669.1754
54045,17-07-2019 23:15,1666.2777
54046,17-07-2019 23:30,1662.4226
54047,17-07-2019 23:45,1658.8903
54048,18-07-2019 00:00,1655.3776
54049,18-07-2019 00:15,1649.2008
54050,18-07-2019 00:30,1636.2283
54051,18-07-2019 00:45,1615.9838
54052,18-07-2019 01:00,1589.586
54053,18-07-2019 01:15,1558.5842
54054,18-07-2019 01:30,1525.0714
54055,18-07-2019 01:45,1490.2112
54056,18-07-2019 02:00,1454.9144
54057,18-07-2019 02:15,1420.1808
54058,18-07-2019 02:30,1385.4271
54059,18-07-2019 02:45,1351.1426
54060,18-07-2019 03:00,1317.7028
54061,18-07-2019 03:15,1285.3383
54062,18-07-2019 03:30,1254.73
54063,18-07-2019 03:45,1226.3704
54064,18-07-2019 04:00,1200.8693
54065,18-07-2019 04:15,1178.9631
54066,18-07-2019 04:30,1160.9364
54067,18-07-2019 04:45,1147.1952
54068,18-07-2019 05:00,1137.9707
54069,18-07-2019 05:15,1133.3447
54070,18-07-2019 05:30,1132.7803
54071,18-07-2019 05:45,1136.1797
54072,18-07-2019 06:00,1143.3511
54073,18-07-2019 06:15,1153.907
54074,18-07-2019 06:30,1167.6438
54075,18-07-2019 06:45,1183.7063
54076,18-07-2019 07:00,1201.1259
54077,18-07-2019 07:15,1219.002
